8012633.708828201,-233344407.10648793,249369674.52414435,-149802252.66249803,165827520.08015445,-119617515.55083387,135642782.96849027
6709326.821273563,-237922012.03316313,251340665.67571026,-153246507.9609385,166665161.60348564,-122652278.64965911,136070932.29220623
6735264.113470854,-241083201.2392071,254553729.4661488,-155304520.67273495,168775048.89967665,-124311701.06068762,137782229.28762934
5195079.925548801,-245784629.3482909,256174789.19938847,-158911731.15715492,169301891.0082525,-127523558.1865158,137913718.0376134
5994308.354338735,-248102457.67042482,260091074.3791023,-160150636.58722532,172139253.2959028,-128372636.42003563,140361253.1287131
4783050.655935666,-252510537.74747714,262076639.0593485,-163452184.08505416,173018285.3969255,-131274381.0251614,140840482.33703274
4807156.064377606,-255604634.21689063,265218946.34564584,-165466961.29372698,175081273.4224822,-132899187.82474151,142513499.95349672
3375751.0956832627,-260130438.35837856,266881940.5497451,-168921685.12725452,175673187.31862107,-135966918.07716694,142718420.2685335
4118532.0910102855,-262441770.48332,270678834.66534054,-170175881.36288866,178412945.5449092,-136839159.0098475,145076223.19186804
2992822.3859894895,-266692593.40895587,272678238.18093485,-173344992.76915205,179330637.54113102,-139617435.65657872,145603080.4285577
3015225.291880084,-269724108.28726393,275754558.8710241,-175319439.37083176,181349889.9545919,-141209951.38454005,147240401.9683002
1684916.7479603053,-274086295.41712755,277456128.9130482,-178632186.765162,182002020.2610826,-144143524.18441036,147513357.68033096
2375237.045818498,-276390950.21259815,281141424.30423516,-179900175.42088553,184650649.51252255,-145036953.4921127,149787427.5837497
1329033.3010260216,-280495343.7574607,283153410.3595128,-182946021.99428445,185604088.59633648,-147700334.92241547,150358401.5244675
1349853.9477100088,-283468014.1212664,286167722.0166865,-184882539.9115726,187582247.80699262,-149262479.09492898,151962186.990349
113501.64998100605,-287677335.32094085,287904338.6209029,-188062812.08775675,188289815.38771874,-152070944.07442546,152297947.37438744
755066.413529133,-289974795.8830768,291484928.7101351,-189342972.691111,190853105.51816925,-152983542.55271956,154493675.37977782
-217246.67103966395,-293942421.9236965,293507928.58161724,-192273815.64582118,191839322.30374184,-155539783.90542084,155105290.5633415
-197896.53269348503,-296859406.68250066,296463613.61711365,-194174431.6977156,193778638.63232866,-157073174.30422106,156677381.2388341
-1346928.4704993067,-300925573.0294061,298231716.0884075,-197230875.3014368,194537018.3604382,-159764793.5176505,157070936.5766519
-750675.7641778752,-303215121.41921514,301713769.8908594,-198521546.5089057,197020194.98054993,-160694558.96016225,159193207.43180647
-1654316.8944351708,-307054678.16581154,303746044.3769412,-201344879.676417,198036245.88754666,-163150718.91092435,159842085.122054
-1636333.4062323654,-309918697.12032646,306646030.30786175,-203211336.29604352,199938669.4835788,-164656744.83503544,161384078.02257073
-2704212.194926293,-313850541.87854725,308442117.4886946,-206151861.77664843,200743437.38679585,-167239095.30821198,161830670.9183594
-2150071.272613994,-316131350.88312614,311831208.33789814,-207451394.9757515,203151252.43052348,-168184082.321387,163883939.776159
-2989890.570792847,-319850725.7157675,313870944.5741818,-210174054.43444943,204194273.29286373,-170546617.10125822,164566835.9596725
-2973177.209774201,-322664159.9093344,316717805.489786,-212007875.0923773,206061520.6728289,-172026492.17038617,166080137.75083777
-3965634.4860445526,-326469763.32362205,318538494.351533,-214839749.75882375,206908480.78673464,-174506547.48925567,166575278.51716655
-3450631.101530626,-328740959.06649375,321839696.8634325,-216146544.06130043,209245281.8582392,-175464892.50715053,168563630.3040893
-4231136.138295387,-332347346.57144076,323885074.29484993,-218774794.32691124,210312522.05032048,-177739730.58672196,169277458.3101312
-4215603.198668244,-335112311.7579956,326681105.3606591,-220577331.38995236,212146124.99261588,-179194531.3471685,170763324.94983202
-5137965.788552287,-338799099.18112165,328523167.6040171,-223307254.22115535,213031322.64405078,-181578728.04345334,171302796.46634877
-4659335.758930826,-341059803.6631374,331741132.1452758,-224619778.75336778,215301107.23550612,-182548664.30140054,173229992.78353888
-5384715.746907031,-344559798.61386704,333790367.12005293,-227159381.95021304,216389950.456399,-184741266.95931855,173971835.4655045
-5370279.858566483,-347278199.73211044,336537640.0149775,-228931852.13351026,218191292.41637728,-186171961.46317378,175431401.7460408
-6227498.368178022,-350853020.327955,338398023.591599,-231566015.13578114,219111018.39942512,-188466254.10463002,176011257.368274
-5782672.737620937,-353102379.9892518,341537034.5140099,-232882822.57903427,221317477.10379237,-189446119.75206894,177880774.27682704
-6456821.016198857,-356502051.92829967,343588409.8959019,-235339094.98925728,222425452.9568596,-191561531.10887083,178647889.07647315
-6443404.6972545255,-359175623.9549625,346288814.5604534,-237082605.91391283,224195796.51940376,-192969000.30646396,180082190.91195488
-7240080.084222474,-362644814.97167945,348164654.80323446,-239626745.34423202,225146585.1757871,-195178908.0050786,180698747.83663368
-6826671.335596735,-364882019.4323983,351228676.76120484,-240946479.41602704,227293136.74483356,-196167149.518635,182513806.84744152
-7453206.267691499,-368186973.4936308,353280560.95824784,-243324338.48224187,228417925.94685888,-198210038.54621008,183303626.0108271
-7440737.508598203,-370817312.4007178,355935837.3835214,-245039908.77322397,230158433.75602755,-199595092.46041337,184713617.44321695
